"Edible","CapShape","CapSurface","CapColor","Odor","Height"
"Poisonous","Flat","Smooth","Brown","Spicy","Tall"
"Poisonous","Flat","Smooth","Brown","Spicy","Short"
"Poisonous","Convex","Smooth","Red","Spicy","Tall"
"Poisonous","Flat","Smooth","Red","Foul","Short"
"Poisonous","Flat","Scaly","Red","Foul","Short"
"Poisonous","Flat","Scaly","Red","Foul","Tall"
"Poisonous","Flat","Smooth","Brown","Foul","Tall"
"Poisonous","Flat","Smooth","Red","Foul","Tall"
"Poisonous","Convex","Smooth","Brown","Foul","Short"
"Poisonous","Flat","Smooth","Red","Foul","Short"
"Poisonous","Convex","Smooth","Red","Spicy","Short"
"Poisonous","Flat","Smooth","Red","Fishy","Tall"
"Poisonous","Flat","Scaly","Red","Foul","Tall"
"Poisonous","Knobbed","Scaly","Red","Spicy","Short"
"Poisonous","Flat","Smooth","Brown","Spicy","Short"
"Poisonous","Knobbed","Scaly","Red","Spicy","Short"
"Poisonous","Flat","Smooth","Red","Fishy","Short"
"Poisonous","Flat","Scaly","Red","Spicy","Short"
"Poisonous","Flat","Smooth","Red","Foul","Short"
"Edible","Bell","Smooth","Brown","None","Short"
"Poisonous","Convex","Smooth","Brown","Foul","Short"
"Poisonous","Flat","Scaly","Red","Spicy","Short"
"Poisonous","Flat","Scaly","Brown","Spicy","Short"
"Poisonous","Flat","Smooth","Red","Foul","Short"
"Poisonous","Flat","Scaly","Brown","Foul","Short"
"Poisonous","Knobbed","Scaly","Brown","Musty","Tall"
"Poisonous","Convex","Smooth","Red","Foul","Short"
"Poisonous","Flat","Smooth","Red","Spicy","Short"
"Poisonous","Knobbed","Scaly","Brown","Fishy","Tall"
"Poisonous","Flat","Smooth","Red","Foul","Tall"
"Edible","Knobbed","Smooth","White","None","Tall"
"Poisonous","Flat","Scaly","Brown","Fishy","Tall"
"Poisonous","Flat","Scaly","Brown","Fishy","Tall"
"Poisonous","Flat","Scaly","Brown","Fishy","Short"
"Poisonous","Flat","Smooth","Brown","Spicy","Short"
"Poisonous","Flat","Smooth","Brown","Fishy","Tall"
"Poisonous","Flat","Scaly","Red","Fishy","Short"
"Poisonous","Convex","Smooth","Red","Foul","Tall"
"Poisonous","Flat","Scaly","Brown","Foul","Short"
"Poisonous","Convex","Smooth","Brown","Foul","Tall"
"Poisonous","Convex","Smooth","Red","Foul","Short"
"Poisonous","Convex","Smooth","Red","Fishy","Tall"
"Poisonous","Flat","Scaly","Red","Fishy","Short"
"Poisonous","Convex","Smooth","Brown","Fishy","Tall"
"Poisonous","Convex","Smooth","Red","Spicy","Short"
"Poisonous","Flat","Smooth","Brown","Foul","Tall"
"Poisonous","Convex","Smooth","Brown","Fishy","Tall"
"Poisonous","Flat","Scaly","Red","Fishy","Short"
"Poisonous","Convex","Smooth","Brown","Foul","Short"
"Poisonous","Flat","Scaly","Red","Foul","Short"
"Poisonous","Flat","Smooth","Red","Foul","Tall"
"Poisonous","Flat","Scaly","Brown","Foul","Tall"
"Poisonous","Flat","Scaly","Brown","Fishy","Short"
"Poisonous","Convex","Scaly","Red","Foul","Short"
"Edible","Knobbed","Fibrous","Gray","None","Tall"
"Poisonous","Convex","Smooth","Red","Fishy","Tall"
"Poisonous","Knobbed","Scaly","Brown","Fishy","Tall"
"Poisonous","Knobbed","Scaly","Brown","Spicy","Short"
"Poisonous","Convex","Scaly","Red","Spicy","Short"
"Poisonous","Flat","Smooth","Red","Foul","Short"
"Poisonous","Flat","Smooth","Brown","Spicy","Tall"
"Poisonous","Flat","Smooth","Red","Spicy","Short"
"Poisonous","Convex","Smooth","Red","Foul","Tall"
"Poisonous","Flat","Smooth","Brown","Spicy","Short"
"Poisonous","Flat","Scaly","Red","Spicy","Tall"
"Poisonous","Convex","Smooth","Brown","Spicy","Short"
"Poisonous","Convex","Scaly","Red","Foul","Tall"
"Poisonous","Flat","Smooth","Red","Fishy","Tall"
"Poisonous","Convex","Smooth","Brown","Fishy","Tall"
"Poisonous","Flat","Smooth","Brown","Foul","Tall"
"Edible","Convex","Smooth","Brown","None","Short"
"Poisonous","Knobbed","Smooth","Brown","Fishy","Tall"
"Poisonous","Flat","Smooth","Brown","Fishy","Tall"
"Poisonous","Knobbed","Scaly","Red","Foul","Tall"
"Edible","Convex","Scaly","Cinnamon","None","Short"
"Edible","Bell","Smooth","Brown","None","Short"
"Edible","Knobbed","Smooth","Gray","None","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Poisonous","Convex","Smooth","Brown","Spicy","Short"
"Poisonous","Knobbed","Scaly","Red","Foul","Short"
"Edible","Convex","Smooth","Brown","None","Short"
"Poisonous","Knobbed","Smooth","Red","Spicy","Tall"
"Poisonous","Bell","Scaly","Yellow","None","Short"
"Poisonous","Convex","Smooth","Red","Foul","Tall"
"Edible","Bell","Smooth","Gray","None","Short"
"Poisonous","Knobbed","Scaly","Red","Foul","Short"
"Poisonous","Knobbed","Smooth","Red","Spicy","Tall"
"Poisonous","Flat","Smooth","Red","Spicy","Tall"
"Poisonous","Flat","Scaly","Brown","Fishy","Tall"
"Poisonous","Flat","Smooth","Red","Spicy","Short"
"Edible","Knobbed","Fibrous","Gray","None","Short"
"Poisonous","Knobbed","Smooth","Brown","Spicy","Short"
"Poisonous","Knobbed","Smooth","Red","Fishy","Tall"
"Poisonous","Flat","Smooth","Red","Foul","Short"
"Edible","Bell","Fibrous","Gray","None","Tall"
"Poisonous","Flat","Scaly","Brown","Spicy","Short"
"Poisonous","Flat","Smooth","Brown","Fishy","Short"
"Edible","Flat","Smooth","Brown","None","Tall"
"Edible","Convex","Scaly","Pink","None","Short"
"Poisonous","Flat","Smooth","Brown","Fishy","Tall"
"Poisonous","Knobbed","Scaly","Red","Fishy","Short"
"Poisonous","Flat","Smooth","Brown","Spicy","Short"
"Edible","Bell","Smooth","White","None","Short"
"Poisonous","Convex","Scaly","Red","Foul","Short"
"Poisonous","Flat","Scaly","Red","Fishy","Tall"
"Poisonous","Flat","Smooth","Red","Fishy","Short"
"Poisonous","Knobbed","Scaly","Brown","Foul","Short"
"Edible","Convex","Fibrous","White","None","Tall"
"Edible","Bell","Smooth","White","None","Short"
"Poisonous","Knobbed","Smooth","Red","Fishy","Tall"
"Poisonous","Flat","Scaly","Brown","Fishy","Tall"
"Edible","Flat","Scaly","Brown","None","Short"
"Poisonous","Knobbed","Smooth","Brown","Spicy","Tall"
"Poisonous","Knobbed","Smooth","Brown","Fishy","Short"
"Poisonous","Flat","Scaly","Brown","Spicy","Short"
"Poisonous","Flat","Scaly","Red","Musty","Short"
"Poisonous","Convex","Smooth","Red","Foul","Tall"
"Poisonous","Knobbed","Scaly","Red","Spicy","Tall"
"Poisonous","Convex","Smooth","Brown","Spicy","Tall"
"Poisonous","Knobbed","Smooth","Red","Foul","Short"
"Poisonous","Knobbed","Scaly","Brown","Foul","Tall"
"Poisonous","Flat","Scaly","Red","Foul","Tall"
"Edible","Convex","Fibrous","White","None","Short"
"Poisonous","Knobbed","Smooth","Brown","Spicy","Short"
"Poisonous","Flat","Smooth","Brown","Foul","Short"
"Poisonous","Knobbed","Smooth","Red","Fishy","Short"
"Poisonous","Knobbed","Smooth","Red","Spicy","Short"
"Poisonous","Knobbed","Scaly","Brown","Spicy","Short"
"Edible","Knobbed","Fibrous","White","None","Short"
"Poisonous","Knobbed","Smooth","Brown","Foul","Short"
"Poisonous","Knobbed","Scaly","Brown","Spicy","Tall"
"Poisonous","Knobbed","Smooth","Brown","Spicy","Tall"
"Poisonous","Knobbed","Smooth","Red","Spicy","Tall"
"Poisonous","Convex","Smooth","Brown","Fishy","Tall"
"Poisonous","Convex","Scaly","Red","Spicy","Short"
"Poisonous","Flat","Smooth","Red","Fishy","Tall"
"Poisonous","Knobbed","Scaly","Brown","Foul","Tall"
"Edible","Bell","Smooth","Brown","None","Tall"
"Poisonous","Flat","Smooth","Brown","Foul","Short"
"Poisonous","Knobbed","Scaly","Red","Foul","Short"
"Edible","Convex","Smooth","Brown","None","Tall"
"Poisonous","Flat","Smooth","Brown","Foul","Tall"
"Poisonous","Knobbed","Smooth","Brown","Fishy","Tall"
"Poisonous","Flat","Scaly","Brown","Spicy","Tall"
"Poisonous","Convex","Smooth","Brown","Spicy","Short"
"Edible","Knobbed","Fibrous","White","None","Tall"
"Poisonous","Flat","Scaly","Red","Foul","Tall"
"Poisonous","Convex","Smooth","Red","Fishy","Short"
"Poisonous","Convex","Smooth","Brown","Foul","Tall"
"Poisonous","Flat","Smooth","Brown","Foul","Tall"
"Poisonous","Knobbed","Smooth","Brown","Fishy","Tall"
"Poisonous","Knobbed","Smooth","Red","Foul","Tall"
"Poisonous","Knobbed","Smooth","Red","Spicy","Tall"
"Poisonous","Convex","Smooth","Red","Foul","Short"
"Edible","Bell","Smooth","Brown","None","Short"
"Poisonous","Knobbed","Smooth","Red","Fishy","Short"
"Poisonous","Convex","Smooth","Brown","Foul","Tall"
"Poisonous","Convex","Scaly","Red","Foul","Short"
"Poisonous","Flat","Smooth","Red","Spicy","Short"
"Edible","Bell","Smooth","Brown","None","Tall"
"Edible","Knobbed","Smooth","Gray","None","Tall"
"Poisonous","Knobbed","Scaly","Red","Musty","Tall"
"Poisonous","Knobbed","Scaly","Red","Fishy","Tall"
"Poisonous","Flat","Smooth","Red","Fishy","Short"
"Edible","Knobbed","Smooth","Brown","None","Tall"
"Poisonous","Flat","Scaly","Red","Spicy","Short"
"Poisonous","Knobbed","Scaly","Red","Spicy","Tall"
"Edible","Knobbed","Fibrous","White","None","Tall"
"Edible","Convex","Smooth","Gray","None","Short"
"Edible","Knobbed","Smooth","Brown","None","Short"
"Poisonous","Knobbed","Scaly","Red","Spicy","Short"
"Poisonous","Knobbed","Scaly","Brown","Spicy","Tall"
"Poisonous","Knobbed","Smooth","Red","Spicy","Short"
"Edible","Convex","Smooth","White","None","Short"
"Edible","Knobbed","Smooth","White","None","Tall"
"Edible","Knobbed","Smooth","White","None","Tall"
"Poisonous","Knobbed","Smooth","Red","Foul","Tall"
"Poisonous","Convex","Smooth","Red","Spicy","Tall"
"Edible","Knobbed","Smooth","Gray","None","Short"
"Edible","Convex","Fibrous","White","None","Tall"
"Poisonous","Knobbed","Scaly","Red","Foul","Tall"
"Edible","Bell","Smooth","White","None","Short"
"Poisonous","Knobbed","Smooth","Red","Spicy","Short"
"Poisonous","Flat","Smooth","Brown","Foul","Tall"
"Poisonous","Flat","Scaly","Brown","Foul","Short"
"Edible","Knobbed","Smooth","Gray","None","Tall"
"Edible","Convex","Smooth","White","None","Tall"
"Poisonous","Flat","Scaly","Red","Fishy","Short"
"Poisonous","Convex","Smooth","Red","Foul","Tall"
"Edible","Convex","Fibrous","White","None","Short"
"Edible","Knobbed","Fibrous","White","None","Short"
"Poisonous","Flat","Smooth","Red","Spicy","Tall"
"Edible","Flat","Smooth","Gray","None","Tall"
"Poisonous","Knobbed","Smooth","Red","Fishy","Tall"
"Poisonous","Convex","Smooth","Brown","Fishy","Tall"
"Edible","Knobbed","Smooth","Brown","None","Tall"
"Edible","Convex","Smooth","Brown","None","Short"
"Poisonous","Knobbed","Scaly","Red","Spicy","Tall"
"Poisonous","Convex","Smooth","Red","Fishy","Tall"
"Poisonous","Convex","Smooth","Brown","Spicy","Tall"
"Poisonous","Knobbed","Smooth","Red","Fishy","Short"
"Poisonous","Convex","Smooth","Brown","Fishy","Short"
"Edible","Knobbed","Fibrous","White","None","Tall"
"Edible","Knobbed","Smooth","Brown","None","Tall"
"Poisonous","Knobbed","Scaly","Cinnamon","Musty","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Smooth","Brown","None","Tall"
"Edible","Convex","Smooth","Brown","None","Short"
"Poisonous","Knobbed","Scaly","Red","Spicy","Tall"
"Edible","Knobbed","Fibrous","White","None","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Flat","Smooth","Brown","None","Short"
"Poisonous","Knobbed","Scaly","Brown","Fishy","Tall"
"Poisonous","Knobbed","Scaly","Brown","Spicy","Short"
"Poisonous","Flat","Scaly","Brown","Spicy","Tall"
"Poisonous","Flat","Scaly","Red","Fishy","Short"
"Edible","Knobbed","Fibrous","Gray","None","Short"
"Poisonous","Flat","Scaly","Red","Spicy","Tall"
"Poisonous","Flat","Scaly","Brown","Spicy","Tall"
"Poisonous","Knobbed","Smooth","Red","Spicy","Short"
"Edible","Knobbed","Smooth","Gray","None","Tall"
"Edible","Bell","Smooth","Brown","None","Tall"
"Poisonous","Knobbed","Scaly","Brown","Foul","Short"
"Poisonous","Convex","Smooth","Brown","Spicy","Tall"
"Edible","Bell","Smooth","Brown","None","Short"
"Poisonous","Knobbed","Smooth","Brown","Fishy","Short"
"Poisonous","Knobbed","Smooth","Brown","Fishy","Short"
"Poisonous","Knobbed","Smooth","Red","Spicy","Short"
"Poisonous","Flat","Smooth","Red","Spicy","Short"
"Poisonous","Convex","Smooth","Red","Spicy","Tall"
"Poisonous","Convex","Smooth","Red","Fishy","Short"
"Poisonous","Convex","Smooth","Brown","Spicy","Short"
"Poisonous","Knobbed","Scaly","Brown","Fishy","Short"
"Edible","Convex","Smooth","Pink","None","Short"
"Poisonous","Flat","Smooth","Red","Fishy","Tall"
"Poisonous","Convex","Scaly","Brown","Musty","Short"
"Poisonous","Knobbed","Smooth","Brown","Foul","Tall"
"Edible","Knobbed","Smooth","Gray","None","Short"
"Poisonous","Knobbed","Smooth","Brown","Foul","Short"
"Poisonous","Flat","Scaly","Brown","Fishy","Short"
"Poisonous","Knobbed","Smooth","Brown","Spicy","Short"
"Poisonous","Knobbed","Scaly","Red","Fishy","Short"
"Poisonous","Flat","Scaly","Red","Foul","Short"
"Edible","Flat","Smooth","Cinnamon","None","Short"
"Poisonous","Flat","Scaly","Brown","Foul","Short"
"Poisonous","Knobbed","Smooth","Red","Foul","Short"
"Poisonous","Convex","Smooth","Red","Fishy","Short"
"Poisonous","Flat","Scaly","Red","Fishy","Short"
"Poisonous","Convex","Smooth","Brown","Foul","Tall"
"Edible","Flat","Smooth","Brown","None","Tall"
"Poisonous","Flat","Smooth","Red","Spicy","Short"
"Poisonous","Convex","Scaly","Red","Spicy","Short"
"Poisonous","Convex","Scaly","Red","Foul","Short"
"Poisonous","Convex","Smooth","Red","Spicy","Short"
"Poisonous","Knobbed","Smooth","Red","Foul","Tall"
"Poisonous","Convex","Smooth","Red","Fishy","Tall"
"Edible","Bell","Fibrous","Gray","None","Tall"
"Poisonous","Knobbed","Scaly","Red","Spicy","Tall"
"Poisonous","Knobbed","Smooth","Red","Spicy","Short"
"Edible","Knobbed","Fibrous","Gray","None","Tall"
"Edible","Flat","Smooth","Brown","None","Short"
"Poisonous","Flat","Scaly","Brown","Musty","Tall"
"Poisonous","Knobbed","Smooth","Red","Spicy","Short"
"Poisonous","Flat","Smooth","Brown","Foul","Tall"
"Poisonous","Knobbed","Scaly","Brown","Foul","Tall"
"Poisonous","Knobbed","Smooth","Red","Fishy","Short"
"Poisonous","Knobbed","Scaly","Brown","Fishy","Tall"
"Poisonous","Knobbed","Scaly","Brown","Fishy","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Poisonous","Knobbed","Scaly","Red","Foul","Tall"
"Poisonous","Convex","Scaly","Cinnamon","Musty","Tall"
"Poisonous","Knobbed","Scaly","Red","Spicy","Short"
"Poisonous","Knobbed","Scaly","Red","Spicy","Tall"
"Edible","Bell","Smooth","White","None","Tall"
"Poisonous","Knobbed","Smooth","Brown","Fishy","Short"
"Poisonous","Convex","Smooth","Red","Fishy","Tall"
"Poisonous","Flat","Scaly","Brown","Foul","Tall"
"Poisonous","Flat","Smooth","Red","Fishy","Short"
"Poisonous","Knobbed","Scaly","Red","Foul","Short"
"Poisonous","Knobbed","Scaly","Red","Foul","Tall"
"Edible","Bell","Fibrous","White","None","Tall"
"Poisonous","Knobbed","Scaly","Brown","Musty","Tall"
"Poisonous","Flat","Scaly","Red","Fishy","Tall"
"Poisonous","Knobbed","Smooth","Brown","Foul","Tall"
"Poisonous","Knobbed","Scaly","Brown","Foul","Tall"
"Poisonous","Convex","Smooth","Red","Spicy","Short"
"Edible","Convex","Scaly","Gray","None","Short"
"Poisonous","Flat","Smooth","Brown","Fishy","Short"
"Poisonous","Knobbed","Scaly","Red","Fishy","Short"
"Edible","Knobbed","Fibrous","White","None","Tall"
"Poisonous","Convex","Smooth","Brown","Spicy","Tall"
"Poisonous","Knobbed","Scaly","Brown","Fishy","Short"
"Poisonous","Convex","Smooth","Red","Spicy","Tall"
"Edible","Knobbed","Smooth","White","None","Tall"
"Poisonous","Flat","Scaly","Brown","Spicy","Tall"
"Poisonous","Knobbed","Smooth","Red","Spicy","Tall"
"Poisonous","Knobbed","Smooth","Red","Fishy","Tall"
"Poisonous","Flat","Scaly","Red","Foul","Tall"
"Edible","Flat","Smooth","Brown","None","Tall"
"Poisonous","Flat","Scaly","Brown","Fishy","Tall"
"Poisonous","Knobbed","Scaly","Red","Fishy","Short"
"Poisonous","Knobbed","Smooth","Red","Fishy","Short"
"Poisonous","Knobbed","Smooth","Red","Foul","Tall"
"Edible","Bell","Smooth","Brown","None","Short"
"Edible","Knobbed","Smooth","Gray","None","Tall"
"Edible","Convex","Smooth","Brown","None","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Poisonous","Knobbed","Smooth","Red","Fishy","Tall"
"Poisonous","Flat","Scaly","Red","Foul","Tall"
"Poisonous","Knobbed","Smooth","Brown","Spicy","Short"
"Poisonous","Knobbed","Smooth","Brown","Fishy","Tall"
"Edible","Bell","Smooth","White","None","Short"
"Poisonous","Flat","Smooth","Brown","Spicy","Tall"
"Edible","Bell","Fibrous","Gray","None","Short"
"Poisonous","Convex","Smooth","Brown","Foul","Tall"
"Poisonous","Convex","Scaly","Red","Foul","Short"
"Poisonous","Flat","Scaly","Cinnamon","Musty","Short"
"Poisonous","Flat","Smooth","Brown","Spicy","Tall"
"Poisonous","Convex","Scaly","Red","Spicy","Short"
"Poisonous","Flat","Smooth","Brown","Spicy","Tall"
"Poisonous","Flat","Scaly","Red","Foul","Short"
"Poisonous","Flat","Smooth","Red","Foul","Short"
"Poisonous","Convex","Smooth","Red","Spicy","Short"
"Edible","Knobbed","Smooth","Gray","None","Tall"
"Poisonous","Convex","Smooth","Red","Fishy","Short"
"Poisonous","Knobbed","Smooth","Brown","Fishy","Short"
"Poisonous","Knobbed","Scaly","Red","Spicy","Tall"
"Poisonous","Convex","Smooth","Brown","Fishy","Tall"
"Edible","Bell","Smooth","Gray","None","Tall"
"Poisonous","Convex","Smooth","Brown","Spicy","Short"
"Poisonous","Flat","Smooth","Red","Spicy","Tall"
"Poisonous","Knobbed","Smooth","Brown","Spicy","Short"
"Edible","Bell","Smooth","Gray","None","Tall"
"Poisonous","Convex","Smooth","Brown","Fishy","Short"
"Poisonous","Flat","Scaly","Red","Fishy","Tall"
"Poisonous","Flat","Smooth","Red","Fishy","Tall"
"Poisonous","Flat","Scaly","Brown","Musty","Short"
"Edible","Bell","Fibrous","Gray","None","Tall"
"Poisonous","Flat","Smooth","Red","Foul","Tall"
"Poisonous","Knobbed","Smooth","Brown","Foul","Short"
"Edible","Knobbed","Smooth","Gray","None","Tall"
"Poisonous","Knobbed","Scaly","Brown","Foul","Tall"
"Poisonous","Convex","Smooth","Red","Spicy","Short"
"Edible","Bell","Smooth","Brown","None","Tall"
"Poisonous","Knobbed","Scaly","Brown","Foul","Tall"
"Poisonous","Flat","Scaly","Brown","Spicy","Short"
"Edible","Convex","Smooth","Brown","None","Tall"
"Poisonous","Knobbed","Smooth","Brown","Foul","Short"
"Poisonous","Knobbed","Smooth","Brown","Foul","Short"
"Poisonous","Knobbed","Smooth","Brown","Spicy","Short"
"Poisonous","Knobbed","Smooth","Brown","Spicy","Short"
"Edible","Flat","Scaly","Cinnamon","None","Tall"
"Edible","Flat","Smooth","Brown","None","Short"
"Edible","Bell","Smooth","White","None","Short"
"Poisonous","Knobbed","Smooth","Red","Spicy","Tall"
"Edible","Bell","Smooth","Gray","None","Tall"
"Poisonous","Knobbed","Scaly","Red","Fishy","Short"
"Poisonous","Knobbed","Scaly","Brown","Spicy","Short"
"Edible","Convex","Smooth","Brown","None","Short"
"Poisonous","Convex","Smooth","Red","Fishy","Short"
"Poisonous","Convex","Smooth","Brown","Foul","Short"
"Poisonous","Flat","Smooth","Red","Fishy","Tall"
"Poisonous","Flat","Scaly","Red","Spicy","Tall"
"Poisonous","Convex","Scaly","Red","Spicy","Tall"
"Poisonous","Knobbed","Smooth","Red","Foul","Short"
"Edible","Knobbed","Scaly","Brown","None","Short"
"Poisonous","Flat","Smooth","Red","Foul","Short"
"Poisonous","Knobbed","Smooth","Brown","Spicy","Short"
"Poisonous","Flat","Scaly","Brown","Fishy","Tall"
"Poisonous","Flat","Smooth","Red","Foul","Short"
"Edible","Knobbed","Fibrous","Gray","None","Tall"
"Poisonous","Knobbed","Smooth","Brown","Foul","Tall"
"Edible","Bell","Fibrous","White","None","Tall"
"Poisonous","Knobbed","Smooth","Red","Fishy","Short"
"Edible","Convex","Smooth","Gray","None","Short"
"Edible","Knobbed","Smooth","Brown","None","Tall"
"Poisonous","Knobbed","Smooth","Red","Foul","Tall"
"Poisonous","Knobbed","Scaly","Brown","Foul","Tall"
"Edible","Knobbed","Fibrous","Gray","None","Short"
"Poisonous","Convex","Smooth","Brown","Fishy","Short"
"Poisonous","Knobbed","Scaly","Brown","Spicy","Tall"
"Edible","Convex","Fibrous","White","None","Short"
"Poisonous","Knobbed","Scaly","Red","Foul","Short"
"Poisonous","Knobbed","Smooth","Red","Foul","Short"
"Poisonous","Knobbed","Smooth","Red","Foul","Tall"
"Poisonous","Knobbed","Scaly","Red","Spicy","Tall"
"Poisonous","Knobbed","Scaly","Brown","Spicy","Tall"
"Edible","Knobbed","Smooth","Gray","None","Tall"
"Poisonous","Knobbed","Scaly","Brown","Foul","Tall"
"Poisonous","Knobbed","Smooth","Red","Foul","Tall"
"Edible","Convex","Smooth","Gray","None","Tall"
"Edible","Flat","Smooth","Brown","None","Short"
"Edible","Knobbed","Smooth","Gray","None","Tall"
"Poisonous","Convex","Smooth","Red","Spicy","Tall"
"Poisonous","Knobbed","Smooth","Brown","Foul","Short"
"Poisonous","Knobbed","Smooth","Brown","Spicy","Short"
"Edible","Convex","Smooth","Gray","None","Short"
"Poisonous","Knobbed","Scaly","Red","Spicy","Short"
"Edible","Flat","Smooth","Brown","None","Short"
"Edible","Knobbed","Smooth","White","None","Short"
"Poisonous","Flat","Scaly","Red","Musty","Short"
"Edible","Bell","Smooth","Gray","None","Short"
"Poisonous","Flat","Scaly","Brown","Fishy","Tall"
"Edible","Bell","Smooth","Brown","None","Tall"
"Edible","Bell","Smooth","Gray","None","Short"
"Edible","Knobbed","Smooth","Brown","None","Short"
"Edible","Bell","Smooth","Gray","None","Tall"
"Poisonous","Knobbed","Smooth","Brown","Foul","Tall"
"Poisonous","Knobbed","Scaly","Brown","Fishy","Short"
"Edible","Flat","Smooth","Brown","None","Tall"
"Poisonous","Knobbed","Smooth","Red","Fishy","Short"
"Poisonous","Flat","Smooth","Red","Fishy","Short"
"Poisonous","Knobbed","Smooth","Brown","Fishy","Tall"
"Poisonous","Knobbed","Smooth","Brown","Spicy","Tall"
"Edible","Bell","Smooth","Brown","None","Tall"
"Edible","Knobbed","Fibrous","Gray","None","Short"
"Edible","Bell","Smooth","Brown","None","Short"
"Poisonous","Knobbed","Smooth","Brown","Spicy","Short"
"Poisonous","Knobbed","Scaly","Red","Spicy","Tall"
"Poisonous","Knobbed","Scaly","Red","Fishy","Tall"
"Poisonous","Knobbed","Smooth","Brown","Fishy","Short"
"Edible","Flat","Smooth","Brown","None","Short"
"Poisonous","Knobbed","Smooth","Red","Fishy","Tall"
"Edible","Convex","Smooth","Brown","None","Tall"
"Poisonous","Knobbed","Smooth","Brown","Fishy","Short"
"Edible","Knobbed","Smooth","White","None","Tall"
"Poisonous","Knobbed","Scaly","Red","Foul","Short"
"Poisonous","Knobbed","Scaly","Brown","Foul","Short"
"Edible","Knobbed","Fibrous","Gray","None","Tall"
"Poisonous","Flat","Smooth","Brown","Fishy","Tall"
"Edible","Convex","Smooth","Gray","None","Short"
"Poisonous","Knobbed","Scaly","Brown","Foul","Tall"
"Poisonous","Flat","Smooth","Red","Foul","Tall"
"Edible","Convex","Fibrous","White","None","Short"
"Poisonous","Knobbed","Scaly","Brown","Spicy","Tall"
"Poisonous","Flat","Scaly","Brown","Musty","Tall"
"Edible","Bell","Fibrous","Gray","None","Tall"
"Poisonous","Knobbed","Scaly","Red","Fishy","Tall"
"Poisonous","Convex","Scaly","Red","Spicy","Tall"
"Poisonous","Knobbed","Smooth","Red","Fishy","Short"
"Edible","Knobbed","Fibrous","Gray","None","Short"
"Edible","Knobbed","Fibrous","White","None","Tall"
"Poisonous","Knobbed","Scaly","Red","Spicy","Short"
"Edible","Knobbed","Smooth","Gray","None","Tall"
"Poisonous","Knobbed","Smooth","Brown","Foul","Short"
"Poisonous","Knobbed","Scaly","Brown","Fishy","Tall"
"Edible","Knobbed","Smooth","White","None","Short"
"Poisonous","Knobbed","Scaly","Red","Fishy","Short"
"Edible","Bell","Smooth","White","None","Tall"
"Poisonous","Knobbed","Smooth","Brown","Fishy","Short"
"Edible","Convex","Smooth","White","None","Short"
"Edible","Bell","Smooth","Brown","None","Short"
"Poisonous","Knobbed","Smooth","Brown","Spicy","Tall"
"Poisonous","Knobbed","Scaly","Red","Foul","Tall"
"Edible","Convex","Fibrous","White","None","Tall"
"Poisonous","Convex","Scaly","Red","Musty","Short"
"Poisonous","Knobbed","Smooth","Red","Fishy","Tall"
"Poisonous","Knobbed","Smooth","Brown","Foul","Tall"
"Poisonous","Knobbed","Scaly","Brown","Fishy","Short"
"Poisonous","Knobbed","Smooth","Red","Foul","Short"
"Edible","Knobbed","Smooth","Brown","None","Tall"
"Poisonous","Knobbed","Scaly","Brown","Foul","Short"
"Edible","Flat","Scaly","Brown","None","Short"
"Edible","Knobbed","Smooth","Gray","None","Short"
"Poisonous","Flat","Scaly","Red","Fishy","Short"
"Poisonous","Knobbed","Scaly","Yellow","None","Tall"
"Poisonous","Knobbed","Scaly","Red","Fishy","Short"
"Poisonous","Knobbed","Smooth","Red","Spicy","Short"
"Poisonous","Knobbed","Scaly","Red","Spicy","Short"
"Edible","Bell","Smooth","Brown","None","Short"
"Edible","Convex","Smooth","Gray","None","Tall"
"Edible","Knobbed","Smooth","Gray","None","Short"
"Poisonous","Flat","Scaly","Red","Spicy","Short"
"Poisonous","Knobbed","Smooth","Red","Spicy","Tall"
"Poisonous","Knobbed","Scaly","Red","Spicy","Short"
"Edible","Bell","Fibrous","White","None","Short"
"Edible","Flat","Smooth","Brown","None","Short"
"Poisonous","Knobbed","Smooth","Brown","Fishy","Tall"
"Poisonous","Knobbed","Smooth","Red","Foul","Short"
"Edible","Convex","Fibrous","White","None","Tall"
"Poisonous","Knobbed","Scaly","Red","Fishy","Short"
"Edible","Convex","Fibrous","White","None","Tall"
"Poisonous","Knobbed","Scaly","Red","Fishy","Tall"
"Poisonous","Knobbed","Scaly","Brown","Spicy","Tall"
"Edible","Convex","Smooth","Gray","None","Tall"
"Edible","Convex","Smooth","White","None","Tall"
"Poisonous","Knobbed","Scaly","Brown","Foul","Short"
"Poisonous","Knobbed","Smooth","Brown","Foul","Tall"
"Poisonous","Knobbed","Smooth","Red","Spicy","Tall"
"Edible","Bell","Fibrous","White","None","Short"
"Poisonous","Flat","Smooth","Brown","Foul","Short"
"Poisonous","Knobbed","Smooth","Red","Fishy","Short"
"Poisonous","Knobbed","Smooth","Brown","Foul","Tall"
"Poisonous","Convex","Scaly","Brown","Musty","Short"
